Marital_Status,Kidhome,Teenhome,Education_Level,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,MntTotal,AcceptedCmpOverall,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Age,Complain,Customer_Days,MntRegularProds,NumCatalogPurchases,NumDealsPurchases,NumStorePurchases,NumWebPurchases,NumWebVisitsMonth,Response,Z_CostContact,Z_Revenue
Single,0,0,Graduation,74717,48,157,10,78,23,21,16,305,0,0,0,0,0,0,31.0,1,1358,289,6,4,1,2,9,0,3,11
Married,2,0,Graduation,68683,9,0,35,0,19,57,0,111,1,0,0,0,0,0,51.0,1,4523,111,4,4,3,4,6,0,3,11
Together,1,1,Graduation,96104,7,0,44,54,60,77,0,235,1,0,0,0,0,1,44.0,0,3700,235,8,2,1,4,8,0,3,11
Married,1,1,PhD,91260,39,0,41,40,63,71,0,215,1,0,0,0,0,0,33.0,0,745,215,6,3,0,3,8,0,3,11
Married,0,0,PhD,97321,50,188,15,92,41,32,21,389,1,0,0,0,1,0,34.0,0,3980,368,4,4,0,3,6,0,3,11
Single,0,0,Graduation,54687,60,108,10,64,15,12,15,224,1,1,0,0,0,0,57.0,0,1531,209,1,0,4,2,4,0,3,11
Single,0,0,Master,57664,64,105,13,58,15,16,6,213,1,0,0,0,0,0,45.0,0,991,207,2,4,4,4,3,0,3,11
Married,1,2,PhD,101457,17,0,42,50,120,100,0,312,1,0,1,0,1,0,59.0,0,2959,312,5,1,5,3,8,0,3,11
Single,0,0,Graduation,80934,56,136,11,70,29,19,12,277,0,0,0,0,0,0,39.0,0,4493,265,7,2,1,3,3,0,3,11
Married,0,2,Master,65093,47,0,13,83,60,38,0,194,1,0,0,0,0,0,36.0,0,717,194,7,4,0,2,7,0,3,11
Single,0,0,Graduation,51975,67,120,13,57,15,11,7,223,0,0,0,0,0,0,22.0,0,3169,216,0,2,3,2,5,0,3,11
Single,0,0,Graduation,53116,68,110,13,52,22,10,10,217,0,0,0,0,0,0,38.0,0,1853,207,3,1,1,2,7,0,3,11
Single,0,0,Graduation,73149,36,129,18,71,34,22,12,286,0,0,0,0,0,0,63.0,0,2695,274,3,3,3,6,4,0,3,11
Together,0,1,Graduation,71426,36,80,16,62,46,32,7,243,1,0,0,1,0,0,35.0,0,702,236,4,7,3,5,9,0,3,11
Single,0,0,Master,68511,46,155,18,53,32,17,11,286,0,0,0,0,0,0,46.0,0,4199,275,2,4,3,3,9,0,3,11
Married,2,2,Graduation,61301,11,0,34,0,75,72,0,181,1,0,0,0,0,0,52.0,0,3646,181,4,9,2,1,8,0,3,11
Single,1,0,2n Cycle,82118,53,69,32,35,29,44,16,225,0,0,0,0,0,0,58.0,0,4847,209,5,6,0,2,3,0,3,11
Married,2,1,Graduation,87664,23,0,58,0,55,78,0,191,1,0,0,1,1,0,32.0,0,2541,191,4,2,2,2,8,0,3,11
Single,0,0,Graduation,33069,64,67,11,24,12,5,9,128,0,0,0,0,0,0,19.0,0,1961,119,1,5,0,1,5,0,3,11
Together,1,0,Graduation,78850,59,82,34,46,23,42,7,234,1,0,0,0,0,0,35.0,0,3714,227,2,5,1,2,8,1,3,11
Together,0,0,Graduation,61669,39,127,9,68,14,15,13,246,0,0,0,0,0,0,20.0,0,2772,233,1,6,1,3,4,0,3,11
Single,0,0,2n Cycle,48977,18,106,11,44,13,10,6,190,1,0,0,0,0,0,37.0,0,253,184,2,3,3,0,7,0,3,11
Together,0,0,Master,84493,41,162,17,87,29,27,9,331,1,1,0,0,0,0,39.0,0,2616,322,7,1,1,5,7,0,3,11
Widow,0,0,PhD,100264,60,195,12,89,26,23,20,365,1,0,0,0,0,0,50.0,0,3982,345,4,3,1,2,7,0,3,11
Together,2,1,Graduation,67334,48,0,54,0,34,73,0,161,1,1,0,0,1,0,45.0,0,3612,161,3,4,3,0,8,0,3,11
Together,2,0,Master,59509,32,0,31,0,21,42,0,94,1,0,0,0,0,0,26.0,1,3266,94,0,2,3,3,5,0,3,11
Single,0,0,PhD,95220,42,227,23,108,35,27,26,446,1,0,0,1,0,0,43.0,0,1298,420,2,2,1,3,8,0,3,11
Married,1,1,Graduation,54453,32,0,17,32,30,52,0,131,1,1,0,0,0,0,43.0,0,2790,131,3,5,4,1,6,0,3,11
Single,0,0,Master,81611,32,163,18,82,28,21,18,330,1,0,0,0,0,0,53.0,0,4822,312,8,2,2,4,3,0,3,11
Single,0,0,Master,71345,17,155,15,79,24,19,18,310,1,0,0,0,0,0,45.0,0,2416,292,2,5,3,3,7,0,3,11
Widow,0,0,Graduation,77464,50,153,19,72,22,15,18,299,0,0,0,1,0,0,62.0,0,1213,281,0,2,1,5,6,0,3,11
Single,1,0,Graduation,54732,32,43,18,30,13,27,6,137,0,0,1,0,0,0,38.0,0,3084,131,4,8,1,2,8,0,3,11
Married,0,0,Master,82470,44,178,26,79,22,20,12,337,1,0,0,0,1,0,18.0,0,3400,325,5,2,4,6,4,0,3,11
Together,1,0,Graduation,45365,50,41,26,21,11,27,4,130,0,0,0,1,0,0,43.0,0,4589,126,0,6,2,1,6,1,3,11
Together,0,0,Master,91519,54,177,14,87,26,16,15,335,1,0,0,1,0,0,50.0,0,1984,320,7,3,3,3,3,0,3,11
Widow,0,0,Graduation,71955,32,132,13,63,20,22,15,265,0,0,0,0,1,0,48.0,0,1644,250,1,4,3,7,3,0,3,11
Single,0,0,Graduation,52653,30,94,9,59,10,16,12,200,1,1,0,0,0,0,38.0,0,226,188,4,2,1,3,3,0,3,11
Single,0,0,Graduation,60048,52,121,10,55,19,12,12,229,0,0,0,0,1,0,22.0,0,4756,217,2,2,0,3,5,0,3,11
Married,1,2,Graduation,67395,38,0,25,35,64,67,0,191,1,0,1,0,0,0,33.0,0,2759,191,2,3,4,3,9,0,3,11
Single,0,0,Master,88651,32,203,22,92,23,21,20,381,1,0,0,0,0,0,39.0,0,2575,361,1,4,2,4,3,0,3,11
Single,0,0,Graduation,36999,61,80,7,42,8,14,6,157,1,0,1,0,0,0,31.0,0,4018,151,2,2,2,2,3,0,3,11
Single,0,0,PhD,78886,41,138,24,80,33,18,13,306,1,0,0,0,0,0,37.0,0,704,293,5,4,3,3,3,0,3,11
Married,0,0,Graduation,96741,29,182,20,97,21,24,24,368,1,0,0,0,0,0,46.0,1,3764,344,7,2,2,1,6,0,3,11
Married,2,2,Master,81024,7,0,42,0,79,125,0,246,1,0,0,0,0,0,56.0,0,1097,246,4,3,5,4,4,0,3,11
Single,0,0,PhD,82826,49,175,16,87,23,25,16,342,0,0,0,0,0,0,26.0,0,4279,326,1,1,4,4,3,0,3,11
Married,0,2,2n Cycle,67577,36,0,11,63,75,60,0,209,1,0,0,0,0,0,45.0,0,333,209,2,0,5,3,6,0,3,11
Single,0,0,Master,60263,49,115,19,77,14,15,10,250,1,0,0,0,0,0,30.0,0,4535,240,0,5,3,2,3,0,3,11
Single,0,0,2n Cycle,66102,26,132,18,62,21,13,14,260,1,0,0,0,0,0,35.0,0,1365,246,2,5,3,3,2,0,3,11
Married,0,0,Master,77124,8,153,19,81,28,19,13,313,1,1,0,0,0,0,25.0,0,4566,300,6,4,1,1,7,0,3,11
Married,1,2,Graduation,75111,36,0,29,33,63,71,0,196,1,0,0,0,1,0,36.0,1,4810,196,1,4,1,3,7,0,3,11
Married,1,1,PhD,98235,48,0,35,49,65,76,0,225,1,0,0,1,0,0,52.0,0,4672,225,4,3,3,6,8,0,3,11
Single,0,0,Master,76629,18,170,21,78,27,22,14,332,1,0,0,0,0,0,52.0,0,3735,318,3,1,2,1,5,0,3,11
Together,1,0,2n Cycle,62453,32,73,20,31,25,28,4,181,0,0,1,0,1,0,23.0,0,3769,177,5,4,1,3,4,0,3,11
Married,0,2,2n Cycle,81478,71,0,12,77,88,59,0,236,0,0,0,0,0,0,18.0,0,4610,236,2,1,3,3,5,1,3,11
Married,0,1,Graduation,88175,44,75,31,83,59,46,7,301,0,0,0,0,0,0,57.0,0,1494,294,3,8,1,4,8,0,3,11
Married,1,2,Graduation,84771,46,0,32,34,82,62,0,210,1,0,0,0,0,0,34.0,0,4041,210,5,3,1,4,5,0,3,11
Together,0,1,Graduation,81829,61,79,10,77,53,39,9,267,1,0,0,0,0,0,49.0,0,2817,258,2,2,2,1,3,0,3,11
Married,2,2,2n Cycle,88336,13,0,54,0,83,116,0,253,1,0,0,1,0,0,33.0,0,3451,253,4,5,0,9,7,0,3,11
Married,1,1,Graduation,54904,69,0,18,34,41,44,0,137,0,0,0,0,0,0,42.0,0,3100,137,2,2,0,4,7,0,3,11
Widow,0,0,Basic,106365,13,221,19,98,35,38,22,433,1,0,0,0,0,0,51.0,0,1407,411,2,1,4,5,8,0,3,11
Married,1,2,Master,82347,34,0,29,35,79,82,0,225,1,1,0,0,0,0,27.0,0,892,225,3,0,1,2,5,0,3,11
Married,2,0,Master,76353,37,0,55,0,21,59,0,135,1,0,0,0,0,0,65.0,0,1774,135,4,4,3,2,0,0,3,11
Married,0,1,Master,82528,20,75,19,81,61,35,6,277,1,0,0,0,0,0,32.0,0,2876,271,4,3,0,5,4,0,3,11
Single,1,0,Basic,27864,31,27,11,12,9,13,2,74,0,0,0,0,0,0,41.0,0,2892,72,1,7,1,2,7,1,3,11
Single,0,0,Basic,53510,35,109,13,62,20,10,12,226,0,0,0,0,0,0,39.0,0,4046,214,3,2,3,2,7,0,3,11
Married,0,0,Graduation,61103,22,125,10,68,18,26,14,261,0,0,0,0,0,0,46.0,0,2718,247,4,3,6,4,4,0,3,11
Together,1,0,PhD,84089,15,81,27,36,31,42,7,224,1,1,0,0,0,1,43.0,0,1954,217,6,3,4,6,6,0,3,11
Together,2,2,Graduation,68172,18,0,38,0,48,80,0,166,1,0,1,0,0,0,50.0,0,2618,166,5,4,3,1,10,0,3,11
Single,0,0,Graduation,54110,37,106,12,54,19,15,5,211,0,0,0,0,0,0,48.0,0,1094,206,3,2,2,0,9,0,3,11
Married,0,2,2n Cycle,40944,26,0,9,44,40,27,0,120,1,0,0,0,0,0,38.0,0,4108,120,2,4,1,0,8,0,3,11
Single,0,0,Master,74105,55,129,24,60,27,20,21,281,1,0,0,0,0,0,60.0,0,2789,260,1,3,5,0,5,0,3,11
Widow,0,0,Graduation,77984,30,158,16,94,20,17,29,334,1,0,0,0,1,0,37.0,0,1388,305,4,3,0,4,6,0,3,11
Widow,1,0,2n Cycle,75885,41,77,28,36,23,36,7,207,1,0,0,0,0,0,52.0,0,3351,200,4,4,3,4,3,0,3,11
Married,2,2,Graduation,66677,23,0,42,0,74,102,0,218,1,1,0,0,0,0,18.0,0,4944,218,4,4,2,5,10,0,3,11
Together,0,0,Master,63146,38,131,23,72,20,17,15,278,0,0,0,1,0,1,35.0,0,4682,263,2,1,2,0,4,0,3,11
Married,0,0,Graduation,69773,22,129,12,79,31,29,10,290,1,0,0,0,0,0,25.0,0,641,280,3,5,1,2,7,0,3,11
Married,1,0,Master,82087,34,76,31,42,31,41,10,231,1,0,0,0,0,0,31.0,0,2172,221,6,2,3,4,7,0,3,11
Single,0,0,Master,80105,32,151,19,78,14,27,22,311,0,1,0,0,0,0,46.0,0,254,289,6,4,0,1,7,0,3,11
Married,0,1,Master,67847,52,68,16,70,37,39,7,237,1,0,0,0,0,0,43.0,0,4499,230,2,3,1,3,2,0,3,11
Married,2,0,Graduation,84867,41,0,36,0,29,69,0,134,1,0,1,0,0,0,44.0,1,4036,134,5,2,3,1,12,0,3,11
Married,0,1,Master,89807,27,90,21,89,58,42,8,308,1,0,0,0,0,0,40.0,0,626,300,7,3,0,2,2,0,3,11
Single,0,0,PhD,87809,27,176,17,76,26,19,13,327,1,0,0,0,1,0,40.0,0,3029,314,5,2,0,6,4,0,3,11
Together,0,1,Graduation,93453,22,103,21,87,65,42,6,324,1,0,0,1,0,1,41.0,0,4047,318,6,1,3,3,10,0,3,11
Single,0,0,Graduation,36609,42,61,10,27,13,5,9,125,0,0,0,1,0,0,25.0,0,4496,116,3,8,2,1,3,0,3,11
Married,2,1,Master,109259,39,0,63,0,67,111,0,241,1,0,0,0,0,0,40.0,0,4490,241,5,3,2,3,7,0,3,11
Married,0,2,Graduation,63195,51,0,13,57,59,62,0,191,0,0,0,0,0,0,51.0,0,3945,191,5,2,3,2,6,0,3,11
Married,0,2,PhD,93623,0,0,14,98,99,73,0,284,1,0,0,0,0,0,33.0,0,893,284,4,1,4,3,4,0,3,11
Married,1,0,Basic,60660,61,65,28,20,21,21,12,167,0,0,1,0,1,0,30.0,0,2364,155,2,6,1,2,8,0,3,11
Single,0,0,PhD,59926,42,137,13,58,15,15,8,246,1,0,0,0,0,0,30.0,0,1821,238,3,3,0,3,3,1,3,11
Single,1,0,Graduation,70935,17,77,29,35,18,43,3,205,0,0,0,0,0,0,32.0,0,4917,202,5,2,2,3,3,0,3,11
Married,2,1,Master,92956,24,0,39,0,58,86,0,183,1,0,0,0,0,0,18.0,0,4439,183,1,4,1,5,4,0,3,11
Married,1,2,Graduation,79333,14,0,31,32,85,79,0,227,1,0,0,0,0,0,39.0,1,893,227,3,3,3,0,10,0,3,11
Single,0,0,PhD,57847,69,116,11,44,20,13,13,217,1,0,0,0,0,1,34.0,0,950,204,6,1,1,1,7,0,3,11
Married,2,0,Graduation,54397,25,0,38,0,16,44,0,98,0,0,0,0,0,0,33.0,0,1513,98,5,2,2,0,9,1,3,11
Married,0,2,Graduation,62540,19,0,10,70,60,53,0,193,0,1,0,0,0,0,43.0,0,1971,193,7,2,3,0,8,0,3,11
Married,1,2,2n Cycle,87091,57,0,31,54,79,91,0,255,1,0,0,0,0,1,43.0,0,3283,255,1,4,6,2,3,0,3,11
Together,2,0,PhD,84441,37,0,63,0,21,41,0,125,1,0,0,0,1,0,40.0,0,272,125,3,6,1,1,10,0,3,11
Single,0,0,Graduation,32989,39,69,7,31,6,9,6,128,0,0,0,0,0,0,34.0,0,2561,122,2,1,2,1,2,1,3,11
Single,1,0,Master,100964,62,100,47,44,27,50,15,283,1,0,1,0,0,0,25.0,0,421,268,4,3,1,3,8,0,3,11
Married,0,2,Master,102503,49,0,12,95,116,72,0,295,1,1,0,0,0,0,23.0,0,4253,295,4,0,3,5,5,0,3,11
Married,1,0,Master,63698,29,62,29,44,21,28,8,192,0,0,0,0,1,0,37.0,0,3365,184,4,7,1,2,9,0,3,11
Married,0,1,Master,73860,25,85,11,64,55,34,7,256,1,0,0,0,0,0,37.0,0,240,249,5,5,2,3,9,0,3,11
Together,2,2,Graduation,61705,25,0,41,0,59,69,0,169,0,0,0,0,0,1,36.0,0,4378,169,2,3,3,5,6,0,3,11
Together,1,1,Master,80847,29,0,31,45,47,49,0,172,1,0,0,0,0,1,51.0,0,1540,172,3,1,3,2,9,0,3,11
Widow,0,0,Master,87983,30,169,13,89,33,26,11,341,1,0,0,0,0,0,41.0,0,2912,330,2,3,3,7,4,0,3,11
Married,0,1,Graduation,62780,38,83,13,55,44,29,2,226,1,0,0,0,0,0,44.0,0,1960,224,0,7,3,0,9,0,3,11
Married,0,0,2n Cycle,87666,67,171,21,81,29,23,16,341,1,0,1,0,0,0,54.0,0,3039,325,3,1,3,5,5,0,3,11
Married,0,1,2n Cycle,94159,51,83,22,107,62,41,9,324,1,1,0,0,0,0,36.0,0,2435,315,7,4,2,5,4,0,3,11
Single,0,0,Graduation,62258,49,132,7,60,17,20,10,246,0,0,0,0,1,0,45.0,0,1798,236,2,3,7,3,4,0,3,11
Married,1,1,Graduation,64394,28,0,35,33,43,54,0,165,1,0,0,0,0,1,45.0,0,1558,165,3,4,4,1,4,1,3,11
Single,0,0,Graduation,86926,39,199,21,93,29,21,20,383,1,0,0,0,0,1,45.0,0,1564,363,3,4,4,3,7,0,3,11
Together,2,0,PhD,50083,45,0,37,0,22,44,0,103,0,0,0,0,0,0,53.0,0,2429,103,3,1,0,2,2,0,3,11
Married,2,0,Graduation,59584,43,0,38,0,16,56,0,110,1,0,0,0,0,0,43.0,0,2625,110,4,5,5,4,8,0,3,11
Married,2,0,Master,94690,31,0,65,0,30,73,0,168,1,0,0,0,0,0,39.0,0,3568,168,5,1,2,2,11,0,3,11
Single,0,0,Graduation,83873,57,163,20,93,31,18,12,337,0,0,0,0,1,0,24.0,0,208,325,5,8,1,2,8,1,3,11
Single,0,0,Graduation,58207,26,110,15,69,21,8,8,231,1,0,0,0,0,0,51.0,0,2632,223,0,9,4,4,2,0,3,11
Single,0,0,Graduation,97204,55,206,24,82,31,29,25,397,1,1,0,0,1,0,46.0,0,3195,372,6,1,2,3,1,0,3,11
Married,0,0,PhD,53331,53,102,12,54,14,13,15,210,1,0,0,0,0,0,40.0,0,2117,195,1,3,3,3,4,0,3,11
Single,0,0,2n Cycle,74420,21,156,13,85,34,21,15,324,1,0,0,0,0,0,38.0,0,1293,309,6,2,1,2,6,0,3,11
Married,0,2,Graduation,74296,22,0,14,63,83,61,0,221,1,0,0,0,0,1,20.0,0,3996,221,8,4,2,5,6,1,3,11
Together,0,1,2n Cycle,53700,62,44,12,58,35,33,12,194,1,0,0,0,0,0,32.0,0,2062,182,4,6,2,1,6,1,3,11
Together,1,1,Graduation,79166,39,0,32,43,45,63,0,183,0,0,0,0,0,0,53.0,0,4406,183,2,6,0,5,8,0,3,11
Married,0,2,Graduation,67146,31,0,9,63,79,42,0,193,0,0,0,0,0,0,36.0,0,1788,193,5,2,4,1,8,1,3,11
Single,0,0,Master,53694,49,107,9,57,22,10,12,217,1,0,1,0,0,0,28.0,0,4026,205,1,5,0,1,2,0,3,11
Together,2,1,Master,74731,27,0,52,0,57,80,0,189,0,0,1,0,0,0,43.0,0,2052,189,5,2,1,3,4,0,3,11
Together,1,1,Graduation,65187,38,0,35,34,38,55,0,162,1,0,0,0,0,0,29.0,0,1769,162,2,3,1,2,5,0,3,11
Single,0,0,PhD,68291,57,141,9,53,28,26,22,279,0,0,0,0,0,0,50.0,0,4541,257,3,4,3,3,2,0,3,11
Married,1,1,Graduation,64402,60,0,26,36,46,37,0,145,1,0,0,0,0,0,50.0,0,2050,145,3,2,5,0,8,0,3,11
Single,0,0,Master,63804,28,121,11,67,25,18,10,252,0,0,0,0,0,0,36.0,0,4059,242,0,3,1,4,4,0,3,11
Together,0,2,Graduation,41606,53,0,9,43,38,31,0,121,1,0,0,0,0,1,46.0,0,4291,121,3,3,3,2,6,0,3,11
Widow,1,0,Master,59639,33,55,22,27,24,34,5,167,1,0,0,0,0,1,43.0,0,1406,162,3,3,1,2,7,0,3,11
Single,0,0,Master,83996,23,155,12,80,23,16,17,303,1,0,0,0,0,0,43.0,0,1029,286,2,3,4,2,5,0,3,11
Together,0,2,PhD,61643,53,0,7,60,49,46,0,162,1,0,0,0,0,0,38.0,0,1946,162,6,4,4,3,7,0,3,11
Married,1,0,Graduation,72732,27,71,26,35,18,27,10,187,1,0,0,1,0,0,36.0,0,2301,177,9,2,3,0,5,0,3,11
Widow,0,0,Master,56960,59,104,10,61,18,12,8,213,1,0,0,0,0,1,50.0,0,3645,205,9,3,3,0,2,1,3,11
Married,0,1,Master,102592,50,100,18,113,72,63,10,376,1,0,0,0,0,0,32.0,0,332,366,6,1,2,3,5,0,3,11
Together,2,1,Master,68954,57,0,36,0,42,76,0,154,1,0,0,0,0,0,35.0,0,4260,154,5,5,2,2,5,0,3,11
Single,0,0,Graduation,79765,60,158,23,83,25,23,19,331,1,0,0,0,0,0,32.0,0,1843,312,3,4,3,6,5,0,3,11
Single,1,0,Basic,81716,56,65,35,41,23,43,3,210,0,0,0,0,0,0,41.0,0,991,207,5,2,1,4,1,0,3,11
Single,0,0,Graduation,43667,63,100,11,48,15,8,12,194,1,0,0,0,0,0,52.0,1,1887,182,5,5,2,1,9,0,3,11
Widow,0,0,Graduation,67788,46,123,7,70,21,13,9,243,1,0,0,0,0,0,24.0,0,2666,234,3,5,0,1,2,1,3,11
Together,0,0,Master,86080,61,177,12,61,34,23,13,320,1,0,0,0,0,0,20.0,0,2346,307,5,5,1,6,7,0,3,11
Together,0,0,Master,63506,39,112,9,81,17,17,7,243,1,0,1,0,1,0,35.0,0,712,236,8,3,0,2,5,0,3,11
Together,0,1,2n Cycle,65355,29,56,20,67,41,40,4,228,1,0,0,0,0,0,38.0,0,4866,224,4,4,1,2,6,0,3,11
Single,0,0,PhD,81538,50,182,11,114,22,19,20,368,1,0,0,1,0,0,40.0,0,962,348,1,6,0,3,2,1,3,11
Single,0,0,Graduation,27856,65,63,4,25,8,6,4,110,0,0,0,0,0,0,54.0,0,1764,106,2,4,3,0,3,0,3,11
Single,0,0,Graduation,77155,39,163,15,106,26,15,16,341,1,1,0,0,0,0,50.0,0,4495,325,2,1,0,2,2,0,3,11
Single,0,0,Graduation,60942,37,139,14,61,23,23,18,278,0,0,0,1,0,0,42.0,0,435,260,4,2,1,2,7,0,3,11
Single,0,0,Master,52089,23,105,9,42,24,12,9,201,0,0,0,0,0,0,49.0,0,3308,192,3,7,6,3,5,0,3,11
Married,1,0,Master,103202,22,108,33,61,28,42,12,284,1,0,1,0,0,0,42.0,0,2544,272,4,3,2,7,6,0,3,11
Single,0,0,Graduation,52456,34,109,8,42,15,11,11,196,1,0,0,0,0,0,60.0,0,461,185,0,6,5,1,9,0,3,11
Single,0,0,Master,58632,62,133,10,68,17,14,8,250,1,0,0,0,0,0,37.0,0,4676,242,2,11,3,2,5,0,3,11
Single,0,0,Graduation,35987,40,82,9,34,15,9,7,156,1,0,0,0,0,0,47.0,1,3567,149,3,5,1,1,9,1,3,11
Single,0,0,Graduation,71925,50,138,14,76,25,20,16,289,1,0,0,0,0,0,24.0,0,387,273,3,2,1,4,0,0,3,11
Widow,1,0,Graduation,78637,14,104,23,49,35,42,5,258,0,1,0,0,0,0,59.0,0,4992,253,7,2,1,3,6,1,3,11
Married,1,2,Graduation,46927,49,0,25,21,53,54,0,153,1,0,0,0,0,0,45.0,0,1023,153,4,5,2,0,8,0,3,11
Widow,0,0,Master,88684,44,186,17,95,28,17,13,356,1,0,0,0,0,0,57.0,0,2765,343,5,4,2,4,5,0,3,11
Married,0,2,Master,92413,10,0,18,109,101,63,0,291,1,0,0,0,0,0,32.0,0,1747,291,4,3,2,5,6,0,3,11
Single,0,0,Graduation,69932,35,158,13,83,25,12,24,315,1,1,0,0,1,1,34.0,0,1455,291,5,2,1,2,4,0,3,11
Married,1,0,Graduation,92870,24,111,33,60,25,47,9,285,1,0,1,0,0,0,59.0,0,1873,276,2,3,4,3,6,0,3,11
Single,0,0,Basic,40935,49,83,6,38,16,12,11,166,1,0,0,0,0,0,38.0,0,645,155,3,4,4,4,5,0,3,11
Single,0,0,Graduation,89515,35,167,28,71,28,20,16,330,1,0,0,0,0,0,59.0,0,4447,314,5,2,1,2,4,0,3,11
Single,0,0,Graduation,63054,39,116,14,57,25,13,8,233,0,0,0,0,0,0,29.0,0,3350,225,4,3,1,3,3,0,3,11
Single,0,0,Graduation,75007,29,166,16,77,24,18,20,321,1,0,0,0,0,1,40.0,0,3527,301,6,4,2,6,8,0,3,11
Single,0,0,Master,89164,22,167,22,92,26,25,15,347,1,0,0,0,0,0,38.0,0,574,332,8,2,3,5,3,0,3,11
Single,0,0,Graduation,102744,52,224,22,113,26,34,25,444,1,0,0,0,0,0,40.0,0,1614,419,5,2,1,3,3,0,3,11
Married,2,2,Graduation,56782,39,0,25,0,51,70,0,146,0,0,0,0,1,0,49.0,0,3400,146,1,4,1,2,9,0,3,11
Single,0,0,PhD,68908,33,134,16,78,26,16,16,286,1,0,0,0,0,0,27.0,0,1548,270,4,1,1,2,5,0,3,11
Single,0,0,Graduation,65847,50,124,13,59,14,11,18,239,0,0,0,0,0,0,26.0,0,3878,221,5,3,2,1,2,0,3,11
Together,2,0,Graduation,60437,20,0,37,0,17,42,0,96,1,0,0,0,0,0,31.0,0,1867,96,5,5,0,0,5,0,3,11
Single,0,0,Graduation,50973,56,107,18,50,24,10,9,218,0,0,0,0,0,0,47.0,0,2205,209,4,5,3,1,4,1,3,11
Single,0,0,Graduation,40127,43,95,3,39,10,7,6,160,1,0,0,0,0,0,67.0,0,350,154,3,2,3,0,5,0,3,11
Together,2,0,Graduation,67888,22,0,42,0,20,40,0,102,1,0,0,1,0,0,43.0,0,4642,102,2,4,2,4,8,0,3,11
Single,0,0,Graduation,74932,27,151,12,84,28,16,16,307,1,1,0,0,0,0,36.0,0,1327,291,6,3,1,2,5,0,3,11
Single,0,0,Master,75283,58,140,21,84,24,16,22,307,0,0,0,0,0,0,46.0,0,4297,285,5,2,3,2,6,0,3,11
Married,0,1,Master,55551,18,68,13,53,36,43,7,220,1,0,0,0,0,0,61.0,0,1769,213,3,1,5,4,9,0,3,11
Single,0,0,Master,45908,44,110,7,45,17,9,7,195,0,0,0,0,1,0,36.0,0,1660,188,1,1,3,2,5,1,3,11
Married,0,0,Graduation,73918,13,128,9,71,27,19,12,266,1,0,0,0,0,0,30.0,0,1508,254,1,2,0,4,6,0,3,11
Together,0,2,Graduation,62417,19,0,12,69,59,45,0,185,1,0,0,0,0,0,44.0,0,2288,185,3,2,0,2,4,0,3,11
Single,0,0,Graduation,58232,25,131,10,64,24,9,13,251,0,0,1,0,0,0,46.0,0,2057,238,5,2,3,3,4,0,3,11
Married,0,0,2n Cycle,63836,6,111,17,76,18,19,16,257,1,1,0,0,0,0,45.0,0,4435,241,4,4,6,4,7,0,3,11
Married,0,2,Graduation,65527,25,0,15,56,52,54,0,177,1,0,0,0,0,0,64.0,0,459,177,9,10,1,3,11,0,3,11
Single,0,0,Graduation,65232,38,108,20,64,19,12,13,236,1,0,0,0,0,0,32.0,1,1589,223,2,2,1,1,6,0,3,11
Married,0,2,2n Cycle,84518,13,0,13,90,74,68,0,245,1,0,0,1,0,1,45.0,0,2896,245,8,4,0,4,5,0,3,11
Single,0,0,2n Cycle,43986,36,80,5,46,12,7,6,156,0,0,0,0,1,0,36.0,0,4132,150,3,3,2,1,3,0,3,11
Married,2,0,Graduation,79792,28,0,57,0,17,58,0,132,1,0,0,0,0,1,31.0,0,1020,132,2,5,0,1,6,0,3,11
Single,0,0,Graduation,64240,15,128,17,71,23,14,18,271,1,0,0,0,0,1,39.0,0,1990,253,0,2,3,4,6,0,3,11
Married,0,2,Graduation,46253,35,0,9,59,53,37,0,158,0,0,0,0,0,0,45.0,0,3696,158,4,1,4,1,10,0,3,11
Single,0,0,2n Cycle,48165,54,100,6,40,16,17,11,190,1,0,0,0,0,0,42.0,0,704,179,3,5,2,3,4,0,3,11
Together,1,0,Graduation,66151,42,64,27,29,24,27,9,180,1,1,0,0,0,0,43.0,0,3665,171,4,5,1,2,8,0,3,11
Single,0,0,Graduation,95465,45,186,21,86,31,26,14,364,1,0,0,0,0,1,33.0,1,3567,350,4,2,0,5,4,1,3,11
Married,0,1,2n Cycle,57122,36,53,11,41,37,28,7,177,0,0,0,0,0,0,45.0,0,476,170,2,2,1,1,4,0,3,11
Married,0,0,Graduation,63846,48,120,16,56,23,14,8,237,0,0,0,0,0,0,38.0,1,1951,229,4,10,1,2,5,0,3,11
Married,1,0,2n Cycle,74197,53,83,27,27,25,44,7,213,1,0,1,0,1,0,43.0,0,3691,206,5,1,1,1,5,0,3,11
Married,0,0,Master,78300,79,183,18,84,15,15,22,337,1,0,0,0,0,0,43.0,0,3343,315,2,0,1,3,5,0,3,11
Married,2,1,Graduation,54074,14,0,35,0,36,60,0,131,0,0,0,0,0,0,48.0,0,3273,131,4,3,0,2,11,0,3,11
Married,2,1,Graduation,46974,17,0,27,0,33,32,0,92,1,0,0,0,1,0,44.0,0,791,92,2,2,2,4,13,0,3,11
Together,2,2,2n Cycle,33079,12,0,18,0,25,47,0,90,0,0,0,0,0,1,49.0,0,2173,90,5,5,4,1,14,1,3,11
